Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belgium,BEL,92793.435,98117.919,105781.949,103662.423,105440.918,105206.23,107472.436,118557.777,123618.237,125620.419,121528.047,130834.893,138872.957,135220.625,122100.099,130009.818,126570.172,135855.016,140233.414,135293.965,124014.273,117553.019,101623.571,105415.249,104447.161,102866.684,103116.04,100354.789,107461.435,108469.86,117578.688,114373.73,108924.568,113306.633,112976.603,119624.874,116295.238,119184.834,115844.197,115712.185,114766.099,107531.108,114835.772,111282.449,107116.737,106816.043,102529.32,104879.867
Belize,BLZ,36.67,69.673,62.339,84.341,84.341,80.674,121.011,102.676,135.679,121.011,143.013,157.681,146.68,154.014,176.016,176.016,198.018,216.353,209.019,190.684,183.35,172.349,172.349,172.349,190.684,205.352,227.354,249.356,300.694,311.695,359.366,355.699,377.701,374.034,377.701,308.028,388.702,370.367,601.388,689.396,711.398,359.366,374.034,381.368,396.036,407.037,425.372,425.372
Benin,BEN,128.345,135.679,121.011,143.013,150.347,113.677,143.013,154.014,201.685,282.359,293.36,388.702,381.368,407.037,443.707,260.357,297.027,363.033,366.7,517.047,429.039,502.379,462.042,513.38,744.401,693.063,539.049,561.051,641.725,715.065,828.742,905.749,1133.103,1265.115,1327.454,1265.115,1217.444,1213.777,1562.142,1617.147,1738.158,2053.52,2321.211,2398.218,2566.9,3729.339,3879.686,4066.703
Bermuda,BMU,176.016,157.681,150.347,201.685,179.683,201.685,212.686,223.687,198.018,227.354,231.021,253.023,425.372,443.707,458.375,469.376,454.708,425.372,462.042,436.373,388.702,396.036,451.041,443.707,451.041,425.372,575.719,649.059,784.738,597.721,509.713,407.037,480.377,473.043,465.709,476.71,476.71,462.042,495.045,495.045,495.045,524.381,509.713,671.061,443.707,520.714,517.047,388.702
Bhutan,BTN,,,,,,,,,,3.667,3.667,3.667,3.667,3.667,3.667,3.667,7.334,11.001,22.002,22.002,25.669,33.003,29.336,51.338,62.339,55.005,102.676,110.01,62.339,128.345,187.017,216.353,187.017,212.686,249.356,304.361,396.036,385.035,385.035,399.703,414.371,513.38,465.709,469.376,682.062,421.705,579.386,733.4
Bolivia,BOL,1041.428,1100.1,1213.777,1481.468,1510.804,1690.487,1892.172,2178.198,2548.565,2486.226,3061.945,3571.658,3457.981,3516.653,4059.369,4580.083,4481.074,5027.457,4737.764,4668.091,4792.769,4349.062,4290.39,4041.034,4125.375,3777.01,4030.033,4308.725,4994.454,5504.167,5779.192,6648.271,8038.064,8907.143,9424.19,8734.794,9842.228,10326.272,9768.888,9519.532,8830.136,8346.092,11521.714,10626.966,10293.269,10465.618,13054.52,12834.5
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3938.358,3270.964,3630.33,3542.322,5368.488,12500.803,16226.475,18771.373,23252.447,20722.217,22944.419,23263.448,24634.906,25632.33,27469.497,28987.635,31275.843
Botswana,BWA,,,,,,,,,,,,22.002,51.338,88.008,187.017,594.054,781.071,832.409,942.419,986.423,1008.425,1100.1,1030.427,1045.095,1158.772,1323.787,1536.473,1617.147,1774.828,2178.198,2148.862,3296.633,3509.319,3509.319,3523.987,3138.952,3212.292,3832.015,3545.989,4275.722,4334.394,4484.741,4264.721,4378.398,4525.078,4459.072,4638.755,4840.44
Brazil,BRA,49203.806,53695.881,55617.389,56735.824,56398.46,64304.512,66193.017,77421.371,84315.331,93761.523,102635.663,114362.729,132463.041,143456.707,151164.741,155154.437,162961.48,176925.416,188322.452,187090.34,171806.284,172176.651,166632.147,168806.678,181248.809,198883.412,207530.198,209363.698,214024.455,208886.988,219330.604,220705.729,230738.641,242154.012,275564.049,301244.05,321199.864,314012.544,322068.943,330125.342,339894.23,335185.802,324753.187,341166.679,349967.479,352541.713,368368.485,393219.744
Brunei Darussalam,BRN,304.361,370.367,355.699,341.031,333.697,491.378,440.04,429.039,487.711,8210.413,7517.35,9460.86,9981.574,8184.744,7080.977,6024.881,6395.248,9541.534,7440.343,6882.959,1470.467,2093.857,2706.246,1917.841,2596.236,2299.209,3318.635,5716.853,6347.577,6420.917,5815.862,5808.528,5588.508,5408.825,5515.168,5595.842,5812.195,5984.544,4598.418,6527.26,6197.23,5320.817,5357.487,5361.154,5126.466,4822.105,9559.869,10593.963
Bulgaria,BGR,25973.361,30736.794,34411.128,42863.563,46317.877,48767.433,55166.348,59526.411,66376.367,61238.9,64300.845,66171.015,68825.923,71260.811,73061.308,73116.313,75969.239,81411.067,79152.195,77487.377,80343.97,90131.193,90365.881,87366.275,89540.806,91553.989,91663.999,87351.607,86926.235,77729.399,59706.094,53600.539,69328.302,55848.41,59805.103,56691.82,53681.213,50993.302,43981.998,43530.957,46453.556,44634.724,47307.967,46787.253,47909.355,48943.449,52812.134,50538.594
Burkina Faso,BFA,91.675,84.341,88.008,110.01,102.676,102.676,102.676,102.676,121.011,143.013,150.347,161.348,168.682,205.352,220.02,209.019,249.356,348.365,407.037,432.706,557.384,575.719,594.054,465.709,476.71,480.377,517.047,553.717,821.408,586.72,627.057,630.724,627.057,645.392,627.057,707.731,806.74,861.745,931.418,1041.428,997.424,1004.758,1078.098,1103.767,1125.769,1360.457,1646.483,1855.502
Burundi,BDI,,44.004,47.671,47.671,36.67,47.671,47.671,55.005,73.34,62.339,73.34,73.34,73.34,91.675,77.007,88.008,99.009,102.676,110.01,146.68,157.681,157.681,205.352,220.02,231.021,242.022,267.691,256.69,300.694,304.361,344.698,319.029,337.364,341.031,333.697,330.03,315.362,300.694,293.36,300.694,216.353,220.02,165.015,161.348,165.015,198.018,183.35,179.683
Cambodia,KHM,286.026,308.028,388.702,341.031,403.37,469.376,418.038,491.378,1345.789,1173.44,249.356,117.344,128.345,73.34,73.34,73.34,73.34,51.338,29.336,286.026,300.694,337.364,366.7,410.704,418.038,432.706,436.373,451.041,451.041,451.041,462.042,476.71,476.71,539.049,1437.464,1628.148,1906.84,2233.203,2196.533,2255.205,2643.907,2860.26,3127.951,3498.318,3722.005,4074.037,4440.737,4602.085
Cameroon,CMR,282.359,289.693,300.694,337.364,311.695,344.698,458.375,506.046,572.052,638.058,810.407,861.745,898.415,975.422,1162.439,1092.766,1565.809,2002.182,1829.833,3905.355,5342.819,6343.91,6589.599,6057.884,6475.922,2005.849,1855.502,2211.201,7638.361,1738.158,1111.101,3795.345,3898.021,3817.347,4363.73,4602.085,3215.959,3208.625,3080.28,3432.312,3421.311,3417.644,3795.345,3956.693,3696.336,4264.721,6167.894,5302.482
Canada,CAN,194182.318,207185.5,211109.19,237801.283,252153.921,259319.239,281896.958,303539.592,307400.943,341485.708,352607.719,381136.979,381621.023,389970.782,397143.434,399317.965,398173.861,405826.89,427671.209,428547.622,416101.824,400286.053,397165.436,406714.304,401855.529,387220.532,411752.762,434341.482,440370.03,450076.579,449053.486,467648.843,477920.11,454491.647,459790.462,467883.531,483233.593,478880.864,477868.772,537402.517,527131.25,521832.435,553478.645,555865.862,562796.492,548704.211,544171.799,544091.125
Cape Verde,CPV,22.002,18.335,14.668,29.336,25.669,22.002,18.335,29.336,36.67,36.67,36.67,51.338,62.339,66.006,77.007,73.34,80.674,209.019,249.356,121.011,33.003,36.67,36.67,84.341,84.341,58.672,80.674,73.34,80.674,88.008,91.675,102.676,102.676,110.01,113.677,139.346,143.013,154.014,172.349,187.017,209.019,245.689,253.023,264.024,293.36,308.028,311.695,308.028
Cayman Islands,CYM,11.001,11.001,11.001,11.001,11.001,18.335,14.668,22.002,44.004,36.67,44.004,55.005,58.672,55.005,58.672,69.673,73.34,95.342,95.342,165.015,157.681,165.015,172.349,187.017,194.351,205.352,216.353,227.354,260.357,253.023,275.025,278.692,289.693,289.693,289.693,286.026,286.026,286.026,282.359,454.708,454.708,469.376,480.377,495.045,517.047,535.382,539.049,557.384
Central African Republic,CAF,88.008,73.34,73.34,73.34,88.008,84.341,91.675,183.35,187.017,209.019,183.35,168.682,161.348,113.677,102.676,128.345,128.345,146.68,102.676,106.343,135.679,143.013,146.68,150.347,161.348,161.348,260.357,231.021,249.356,198.018,205.352,216.353,223.687,234.688,234.688,234.688,245.689,249.356,264.024,267.691,245.689,245.689,234.688,234.688,234.688,249.356,253.023,260.357
Chad,TCD,51.338,84.341,91.675,99.009,106.343,84.341,117.344,124.678,161.348,124.678,150.347,121.011,161.348,150.347,183.35,183.35,198.018,194.351,201.685,209.019,209.019,205.352,205.352,216.353,179.683,187.017,198.018,66.006,102.676,146.68,69.673,88.008,99.009,102.676,102.676,106.343,113.677,113.677,121.011,176.016,172.349,168.682,381.368,377.701,399.703,407.037,462.042,495.045
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,14473.649,16725.187,17355.911,17524.593,17766.615,18793.375,19259.084,21224.596,22555.717,24664.242,27095.463,28191.896,27652.847,25955.026,23014.092,24103.191,23109.434,22948.086,24862.26,25265.63,24554.232,20615.874,20839.561,22200.018,21503.288,22247.689,22673.061,26926.781,32386.944,34902.506,32991.999,34117.768,36288.632,40146.316,43611.631,49526.502,57054.853,58987.362,62225.323,60094.796,54018.577,56072.097,56409.461,62434.342,63805.8,65697.972,70098.372,73108.979
China,CHN,552066.85,440359.029,436695.696,436923.05,475972.933,522789.522,433234.048,468928.626,577237.138,771617.474,876633.02,931575.681,968542.708,988014.478,1145607.47,1196193.735,1310310.775,1462168.579,1494859.884,1467192.369,1451501.276,1580260.647,1667029.201,1814908.31,1966553.428,2068969.071,2209708.531,2369501.723,2408540.605,2460744.017,2584538.27,2695982.067,2878694.009,3058241.33,3320285.15,3463089.131,3469510.048,3324344.519,3318055.614,3405179.867,3487566.356,3694242.143,4525177.009,5288166.032,5790016.984,6414463.08,6791804.714,7031916.207
Colombia,COL,18217.656,19442.434,21257.599,21708.64,22885.747,23501.803,24715.58,26604.085,28048.883,28404.582,30326.09,31481.195,33699.73,36479.316,35896.263,38089.129,39354.244,41682.789,44433.039,44356.032,44458.708,45914.507,49449.495,48980.119,48378.731,49101.13,50487.256,52445.434,53233.839,57337.212,57120.859,62049.307,64022.153,67571.809,59610.752,60523.835,64905.9,65976.664,56512.137,57923.932,56273.782,55661.393,57421.553,53772.888,59178.046,61561.596,63439.1,67700.154
Comoros,COM,11.001,11.001,11.001,11.001,14.668,18.335,18.335,18.335,18.335,29.336,29.336,29.336,29.336,29.336,33.003,40.337,40.337,29.336,22.002,47.671,47.671,47.671,47.671,47.671,55.005,51.338,58.672,62.339,62.339,77.007,77.007,77.007,77.007,77.007,80.674,66.006,66.006,73.34,80.674,84.341,88.008,91.675,99.009,102.676,110.01,121.011,121.011,124.678
"Congo, Dem. Rep.",COD,2357.881,2174.531,2295.542,1976.513,2471.558,2405.552,2291.875,3369.973,3652.332,2713.58,2962.936,3021.608,3193.957,3369.973,3237.961,3413.977,3487.317,3538.655,3755.008,3501.985,3777.01,3072.946,4026.366,3964.027,3641.331,3377.307,3854.017,4019.032,4393.066,4070.37,3755.008,3619.329,3410.31,2478.892,2966.603,3248.962,2926.266,2533.897,2247.871,1646.483,1565.809,1543.807,1697.821,2280.874,2368.882,2460.557,2552.232,2816.256
"Congo, Rep.",COG,267.691,238.355,234.688,267.691,245.689,308.028,322.696,451.041,502.379,572.052,685.729,663.727,1221.111,1624.481,1100.1,1235.779,480.377,322.696,348.365,407.037,473.043,1345.789,1144.104,1140.437,1279.783,1067.097,1323.787,1499.803,1507.137,1188.108,1265.115,1573.143,1543.807,2148.862,1565.809,1716.156,2343.213,777.404,821.408,1048.762,861.745,707.731,1085.432,1903.173,1606.146,1463.133,1591.478,1936.176
Costa Rica,CRI,491.378,550.05,601.388,674.728,847.077,993.757,876.413,1037.761,1147.771,1250.447,1529.139,1763.827,2046.186,1906.84,2038.852,2086.523,2614.571,2922.599,2794.254,2464.224,2251.538,2086.523,2104.858,2002.182,2266.206,2607.237,2757.584,2940.934,2973.937,2955.602,3336.97,3791.678,3953.026,5269.479,4866.109,4748.765,4987.12,5317.15,5522.502,5474.831,5760.857,6325.575,6626.269,6930.63,6941.631,7436.676,8118.738,8016.062
Cote d'Ivoire,CIV,553.717,586.72,623.39,762.736,1173.44,1294.451,1488.802,1763.827,2086.523,2442.222,2706.246,3014.274,3208.625,3560.657,3989.696,3964.027,4055.702,4818.438,5423.493,6222.899,4466.406,6109.222,4840.44,5405.158,7326.666,5966.209,7682.365,9160.166,8522.108,5797.527,5636.179,4624.087,5892.869,5251.144,7132.315,8379.095,8173.743,6912.295,6266.903,6791.284,7726.369,7286.329,5460.163,7664.03,7825.378,7139.649,6384.247,7014.971
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16442.828,16428.16,16875.534,17612.601,18518.35,19295.754,20417.856,20491.196,19644.119,20714.883,21877.322,23542.14,23047.095,23105.767,23175.44,24367.215,23303.785
Cuba,CUB,12181.774,14169.288,13039.852,14293.966,14609.328,15185.047,15749.765,16035.791,17260.569,18672.364,19607.449,20799.224,22398.036,22911.416,27066.127,27223.808,29402.006,30689.123,31712.216,31400.521,32749.977,34554.141,30843.137,32603.297,32577.628,33567.718,33952.753,35635.906,35738.582,33340.364,29633.027,31338.182,29347.001,32199.927,25657.999,26959.784,24605.57,24444.222,25276.631,26039.367,25452.647,26090.705,25485.65,23985.847,24634.906,27168.803,26838.773,31418.856
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,865.412,905.749,986.423,1001.091,1151.438,1243.113,1364.124,1624.481,1672.152,1705.155,1884.838,2405.552,2500.894,1925.175,1980.18,2464.224,2669.576,2808.922,3003.273,3208.625,3047.277,3102.282,3098.615,3182.956,3102.282,3545.989,4121.708,4129.042,4341.728,4653.423,4741.431,5276.813,5665.515,5812.195,5716.853,5936.873,6109.222,6640.937,6754.614,6849.956,6846.289,7022.305,7748.371,7334,7502.682,7788.708,8195.745,8555.111
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139503.681,131964.329,127688.607,129470.769,132558.383,130090.492,125525.077,111931.508,124648.664,124406.642,120193.259,122378.791,122708.821,120735.975,122785.828,123944.6,116995.635
Denmark,DNK,31734.218,36926.69,40707.367,43189.926,44337.697,50127.89,49075.461,53325.514,59401.733,62100.645,57062.187,59599.751,59196.381,55023.335,55639.391,59977.452,61480.922,60784.192,62654.362,60215.807,51561.687,53464.86,49962.875,50597.266,59768.433,58569.324,58107.282,54858.32,48782.101,50421.25,61433.251,54528.29,57337.212,61194.896,55298.36,68704.912,57065.854,56068.43,50930.963,47252.962,49035.124,51899.051,55947.419,50476.255,46867.927,54418.28,49695.184,46024.517
Djibouti,DJI,44.004,47.671,66.006,84.341,121.011,139.346,88.008,121.011,84.341,139.346,161.348,190.684,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,355.699,374.034,385.035,396.036,366.7,407.037,399.703,399.703,414.371,429.039,429.039,429.039,436.373,440.04,410.704,443.707,403.37,385.035,399.703,407.037,458.375,473.043,487.711,487.711,524.381
Dominica,DMA,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.337,40.337,44.004,47.671,47.671,47.671,55.005,58.672,58.672,58.672,58.672,62.339,69.673,80.674,73.34,80.674,77.007,80.674,102.676,113.677,102.676,113.677,110.01,113.677,110.01,150.347,128.345
Dominican Republic,DOM,1030.427,1243.113,1250.447,1749.159,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909,5614.177,5449.162,6809.619,6457.587,6167.894,6340.243,7913.386,7444.01,7293.663,8181.077,9754.22,9834.894,10366.609,9570.87,10135.588,11206.352,11939.752,12676.819,16105.464,17546.595,18239.658,18683.365,18870.382,20117.162,20234.506,21499.621,21521.623,19999.818,19761.463,20813.892,21363.942,21616.965
Ecuador,ECU,1646.483,1565.809,1796.83,2145.195,2277.207,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.336,8111.404,7484.347,10425.281,12167.106,13443.222,16692.184,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,16835.197,16486.832,22302.694,24187.532,13637.573,22812.407,23890.505,18276.328,22229.354,21272.267,20942.237,23446.798,24689.911,26523.411,28657.605,29299.33,29842.046,30898.142,26824.105
"Egypt, Arab Rep.",EGY,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082,19695.457,21686.638,23047.095,25511.319,23795.163,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634,56523.138,57091.523,63838.803,63937.812,74564.778,74810.467,74531.775,72181.228,75943.57,78715.822,81264.387,93156.468,85312.755,95723.368,102030.608,108202.169,122243.112,125393.065,141326.18,125451.737,127193.562,158880.109,160581.597,174640.875,187504.711,199220.776,210320.785
El Salvador,SLV,583.053,649.059,1125.769,1232.112,1041.428,1305.452,1158.772,1261.448,1191.775,1430.13,1510.804,1679.486,1969.179,1972.846,2108.525,2211.201,2288.208,2390.884,2390.884,2134.194,1833.5,1767.494,1903.173,1606.146,1987.514,1991.181,2449.556,2471.558,2588.902,2618.238,3230.627,3428.645,3890.687,4429.736,5280.48,4895.445,5760.857,5812.195,5698.518,5742.522,5947.874,6039.549,6552.929,6277.904,6362.245,6486.923,6901.294,6112.889
Equatorial Guinea,GNQ,22.002,22.002,25.669,25.669,29.336,25.669,25.669,29.336,44.004,36.67,66.006,88.008,29.336,51.338,62.339,62.339,62.339,69.673,62.339,58.672,69.673,73.34,62.339,80.674,66.006,80.674,99.009,106.343,117.344,121.011,201.685,216.353,102.676,36.67,132.012,117.344,293.36,168.682,473.043,454.708,3094.948,4979.786,6017.547,4679.092,4712.095,4752.432,4796.436,4814.771
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.35,297.027,348.365,528.048,590.387,619.723,608.722,630.724,605.055,726.066,770.07,766.403,561.051,579.386,414.371
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23028.76,18628.36,18661.363,16754.523,18808.043,18613.692,17143.225,15474.74,15559.081,15984.453,15471.073,17553.929,17839.955,17462.254,16945.207,19952.147,18290.996
Ethiopia,ETH,341.031,396.036,421.705,407.037,645.392,825.075,1074.431,1727.157,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.458,1848.168,1822.499,1866.503,1481.468,1844.501,1664.818,1815.165,2214.868,2581.568,2673.243,2827.257,3017.941,2984.938,2966.603,5163.136,3003.273,2152.529,3729.339,4275.722,5027.457,5075.128,5830.53,4308.725,4481.074,4946.783,5196.139,5489.499,5995.545,6560.263,7106.646
Faeroe Islands,FRO,113.677,117.344,124.678,121.011,135.679,139.346,168.682,183.35,212.686,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.703,480.377,421.705,440.04,458.375,487.711,498.712,517.047,491.378,498.712,528.048,579.386,623.39,594.054,660.06,597.721,520.714,634.391,652.726,656.393,663.727,671.061,656.393,660.06,667.394,674.728,674.728,682.062,689.396,696.73,707.731
Fiji,FJI,168.682,231.021,242.022,425.372,344.698,322.696,355.699,396.036,432.706,520.714,550.05,579.386,630.724,671.061,623.39,484.044,766.403,711.398,839.743,795.739,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,817.741,674.728,733.4,773.737,828.742,887.414,920.417,759.069,729.733,832.409,861.745,1122.102,858.078,1657.484,1888.505,1635.482,1565.809,1459.466,1254.114
Finland,FIN,14939.358,16809.528,19358.093,22852.744,25327.969,29519.35,28617.268,33314.695,37935.115,40395.672,40582.689,44161.681,49387.156,46680.91,46101.524,51279.328,50219.565,51913.719,54333.939,58217.292,51704.7,43021.244,41598.448,42071.491,49368.821,53321.847,57733.248,52001.727,52474.77,50941.964,54891.323,49126.799,51935.721,59412.734,52328.09,61385.58,60083.795,56988.847,55423.038,52141.073,56424.129,61077.552,68888.262,66970.421,54605.297,66075.673,63923.144,56512.137
France,FRA,281211.229,298706.486,334019.696,345303.055,351852.317,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.366,446919.292,505602.293,480857.377,505858.983,529155.434,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,399028.272,427667.542,397037.091,389105.37,369457.584,393289.417,408126.099,379486.829,409094.187,371309.419,365559.563,385808.737,380447.583,387147.192,389706.758,391826.284,382281.083,374283.356,376985.935
French Polynesia,PYF,58.672,47.671,66.006,66.006,84.341,121.011,139.346,154.014,161.348,194.351,227.354,216.353,209.019,216.353,212.686,264.024,275.025,311.695,282.359,293.36,330.03,337.364,421.705,458.375,586.72,605.055,608.722,572.052,608.722,630.724,638.058,645.392,649.059,568.385,583.053,557.384,575.719,572.052,575.719,645.392,737.067,748.068,821.408,788.405,854.411,821.408,839.743,891.081
Gabon,GAB,165.015,88.008,73.34,190.684,216.353,381.368,1012.092,1961.845,1433.797,2082.856,2845.592,2739.249,5313.483,5452.829,5368.488,5709.519,6314.574,7561.354,6754.614,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4844.107,1477.801,2130.527,3281.965,3351.638,3857.684,3534.988,3545.989,1631.815,1437.464,1052.429,1782.162,1778.495,1334.788,1481.468,1785.829,1782.162,1976.513,2471.558
"Gambia, The",GMB,22.002,25.669,29.336,29.336,29.336,33.003,33.003,36.67,47.671,47.671,55.005,66.006,62.339,62.339,99.009,99.009,113.677,139.346,146.68,157.681,157.681,161.348,161.348,172.349,172.349,161.348,179.683,183.35,179.683,190.684,198.018,198.018,209.019,209.019,216.353,216.353,216.353,234.688,256.69,275.025,282.359,315.362,315.362,322.696,322.696,337.364,396.036,410.704
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15335.394,9952.238,6083.553,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079,3769.676,3388.308,3773.343,3927.357,4734.097,5496.833,6028.548,5203.473
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960992.355,928326.719,911425.516,903622.14,901524.616,924014.327,900318.173,895532.738,824466.278,832100.972,855756.789,830909.197,835657.962,828521.98,809596.593,811881.134,787235.227,786659.508
Ghana,GHA,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.827,1690.487,2625.572,2295.542,2423.887,2475.225,2937.267,2746.583,2434.888,3003.273,2970.27,2658.575,2559.566,3047.277,3043.61,3655.999,2581.568,3325.969,3047.277,3285.632,3450.647,3344.304,3931.024,4044.701,4096.039,4664.424,5071.461,5427.16,5757.19,6395.248,6409.916,6560.263,6299.906,6919.629,7414.674,7601.691,7278.995,7007.637,9350.85,9636.876,8591.781
Greece,GRC,9823.893,10164.924,12258.781,13223.202,17025.881,18650.362,19534.109,22321.029,25474.649,24165.53,27814.195,31572.87,37256.72,36218.959,38873.867,42911.234,46999.939,48081.704,51293.996,51429.675,50721.944,52148.407,55544.049,57054.853,60600.842,59130.375,63472.103,67989.847,74183.41,72723.944,67615.813,75503.53,75646.543,78363.79,79185.198,80395.308,84572.021,87809.982,86636.542,91616.328,93805.527,93669.848,95738.036,97149.831,98675.303,97285.51,98213.261,97813.558
Greenland,GRL,293.36,264.024,330.03,315.362,344.698,388.702,418.038,542.716,407.037,381.368,469.376,553.717,557.384,557.384,506.046,220.02,722.399,392.369,572.052,564.718,528.048,517.047,363.033,568.385,509.713,326.363,234.688,546.383,473.043,557.384,550.05,484.044,502.379,506.046,506.046,517.047,524.381,531.715,542.716,531.715,539.049,539.049,535.382,498.712,630.724,579.386,638.058,575.719
Grenada,GRD,18.335,25.669,14.668,22.002,22.002,29.336,36.67,40.337,47.671,44.004,47.671,47.671,55.005,36.67,47.671,47.671,47.671,51.338,47.671,47.671,58.672,62.339,62.339,62.339,66.006,73.34,80.674,102.676,110.01,121.011,121.011,128.345,143.013,165.015,172.349,176.016,205.352,190.684,205.352,205.352,220.02,216.353,227.354,216.353,234.688,245.689,245.689,245.689
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,1408.128,1382.459,1521.805,1771.161,1976.513,1741.825,1983.847,2141.528,2280.874,2299.209,2442.222,2709.913,2937.267,3069.279,3523.987,3311.301,3813.68,4129.042,4693.76,4510.41,3967.694,3626.663,3179.289,3421.311,3523.987,3700.003,3993.363,4125.375,4246.386,5086.129,5053.126,6017.547,5658.181,6838.955,7165.318,6651.938,7598.024,8753.129,8929.145,9915.568,10626.966,11173.349,10670.97,11206.352,12156.105,12288.117,12926.175,11914.083
Guinea,GIN,616.056,660.06,696.73,700.397,696.73,718.732,726.066,748.068,748.068,792.072,814.074,832.409,803.073,839.743,843.41,887.414,902.082,902.082,946.086,964.421,990.09,982.756,953.42,979.089,993.757,997.424,993.757,1026.76,1045.095,1056.096,1074.431,1074.431,1103.767,1228.445,1250.447,1272.449,1279.783,1243.113,1272.449,1279.783,1298.118,1323.787,1342.122,1342.122,1360.457,1360.457,1389.793,1393.46
Guinea-Bissau,GNB,29.336,40.337,47.671,58.672,66.006,66.006,47.671,62.339,58.672,69.673,73.34,66.006,110.01,102.676,113.677,95.342,102.676,102.676,110.01,146.68,143.013,143.013,143.013,161.348,172.349,183.35,194.351,216.353,231.021,253.023,256.69,260.357,278.692,278.692,282.359,286.026,308.028,216.353,245.689,198.018,198.018,209.019,249.356,256.69,264.024,275.025,286.026,282.359
Guyana,GUY,737.067,678.395,616.056,649.059,1078.098,1180.774,1323.787,1331.121,1367.791,1580.477,1499.803,1562.142,1804.164,1554.808,1826.166,1752.826,1899.506,2057.187,1521.805,1789.496,1800.497,1404.461,1246.78,1404.461,1419.129,1045.095,1309.119,1404.461,1195.442,1140.437,1122.102,1052.429,1056.096,1334.788,1481.468,1529.139,1602.479,1653.817,1650.15,1580.477,1518.138,1547.474,1521.805,1463.133,1514.471,1525.472,1525.472,1525.472
